domain,subdomain,count,datasets,forms,count_basis
Clinical Medicine,Anatomy: Endocrinology And Breast,85,MedMCQA:85,MCQA:85,records:85
Clinical Medicine,Forensic Medicine: Sexual Offences And Infanticide,85,MedMCQA:85,MCQA:85,records:85
Clinical Medicine,Gynaecology & Obstetrics: Abnormal Labor,85,MedMCQA:85,MCQA:85,records:85
Clinical Medicine,Physiology: Misc.,84,MedMCQA:84,MCQA:84,records:84
Clinical Medicine,Anaesthesia: Miscellaneous General Anesthesia,83,MedMCQA:83,MCQA:83,records:83
Clinical Medicine,Anaesthesia: Preoperative Assessment And Monitoring In Anaesthesia,82,MedMCQA:82,MCQA:82,records:82
Clinical Medicine,Dental: Bacterial Infections,82,MedMCQA:82,MCQA:82,records:82
Clinical Medicine,Forensic Medicine: Medico Legal Procedures,82,MedMCQA:82,MCQA:82,records:82
Clinical Medicine,Pediatrics: Urinary Tract,82,MedMCQA:82,MCQA:82,records:82
Clinical Medicine,Pathology: Inflammation & Repair,81,MedMCQA:81,MCQA:81,records:81
Clinical Medicine,Radiology: Respiratory System,81,MedMCQA:81,MCQA:81,records:81
Clinical Medicine,Biochemistry: All India Exam,80,MedMCQA:80,MCQA:80,records:80
Clinical Medicine,Dental: All India Exam,80,MedMCQA:80,MCQA:80,records:80
Clinical Medicine,Forensic Medicine: All India Exam,80,MedMCQA:80,MCQA:80,records:80
Clinical Medicine,Pediatrics: Miscellaneous,80,MedMCQA:80,MCQA:80,records:80
Clinical Medicine,Physiology: Endocrinology Metabolism,80,MedMCQA:80,MCQA:80,records:80
Clinical Medicine,Dental: Anatomy Of Skin,79,MedMCQA:79,MCQA:79,records:79
Clinical Medicine,Forensic Medicine: Misc.,79,MedMCQA:79,MCQA:79,records:79
Clinical Medicine,Surgery: Nervous System,79,MedMCQA:79,MCQA:79,records:79
Clinical Medicine,Forensic Medicine: Identification,78,MedMCQA:78,MCQA:78,records:78
Clinical Medicine,Pharmacology: Anti Neoplastic Agents,78,MedMCQA:78,MCQA:78,records:78
Clinical Medicine,Psychiatry: Child Psychiatry,78,MedMCQA:78,MCQA:78,records:78
Clinical Medicine,Surgery: Gall Bladder & Bile Ducts,78,MedMCQA:78,MCQA:78,records:78
Clinical Medicine,Pathology: Liver & Biliary Tract,76,MedMCQA:76,MCQA:76,records:76
Clinical Medicine,Pediatrics: Gastro Intestinal System,76,MedMCQA:76,MCQA:76,records:76
Clinical Medicine,Psychiatry: Schizophrenia Spectrum And Other Psychotic Disorders,76,MedMCQA:76,MCQA:76,records:76
Clinical Medicine,Surgery: Transplantation,76,MedMCQA:76,MCQA:76,records:76
Clinical Medicine,"Dental: Fungal Infections, Scabies, Pediculosis",75,MedMCQA:75,MCQA:75,records:75
Clinical Medicine,Forensic Medicine: Medical Jurisprudence,75,MedMCQA:75,MCQA:75,records:75
Clinical Medicine,Pathology: C.V.S,75,MedMCQA:75,MCQA:75,records:75
Clinical Medicine,Pathology: Central Nervous System,75,MedMCQA:75,MCQA:75,records:75
Clinical Medicine,Radiology: G.I.T.,75,MedMCQA:75,MCQA:75,records:75
Clinical Medicine,Orthopaedics: Peripheral Nerve Injuries,74,MedMCQA:74,MCQA:74,records:74
Clinical Medicine,Pharmacology: Chemotherapy: General Principles,73,MedMCQA:73,MCQA:73,records:73
Clinical Medicine,Ophthalmology: All India Exam,72,MedMCQA:72,MCQA:72,records:72
Clinical Medicine,Skin: Miscellaneous,72,MedMCQA:72,MCQA:72,records:72
Clinical Medicine,Surgery: Oral Cavity,72,MedMCQA:72,MCQA:72,records:72
Clinical Medicine,Orthopaedics: Bone Tumour,71,MedMCQA:71,MCQA:71,records:71
Clinical Medicine,Forensic Medicine: Death And Investigations,70,MedMCQA:70,MCQA:70,records:70
Clinical Medicine,Medicine: Genetics,70,MedMCQA:70,MCQA:70,records:70
Clinical Medicine,Ophthalmology: Ocular Trauma,70,MedMCQA:70,MCQA:70,records:70
Clinical Medicine,Social & Preventive Medicine: All India Exam,70,MedMCQA:70,MCQA:70,records:70
Clinical Medicine,Anatomy: Pharmacotherapy In Psychiatry,69,MedMCQA:69,MCQA:69,records:69
Clinical Medicine,Gynaecology & Obstetrics: Disorders Of Menstruation,69,MedMCQA:69,MCQA:69,records:69
Clinical Medicine,Medicine: Fluid & Electrolyte,69,MedMCQA:69,MCQA:69,records:69
Clinical Medicine,Ophthalmology: Optics And Refraction,69,MedMCQA:69,MCQA:69,records:69
Clinical Medicine,Pediatrics: Gastrointestinal Tract,69,MedMCQA:69,MCQA:69,records:69
Clinical Medicine,Surgery: Kidney & Ureturs,69,MedMCQA:69,MCQA:69,records:69
Clinical Medicine,Anaesthesia: Inhalational Anesthetic Agents,68,MedMCQA:68,MCQA:68,records:68
Clinical Medicine,Radiology: Neuroradiology,68,MedMCQA:68,MCQA:68,records:68
Clinical Medicine,Pharmacology: Gastrointestinal Tract,67,MedMCQA:67,MCQA:67,records:67
Clinical Medicine,Physiology: Endocrine System,67,MedMCQA:67,MCQA:67,records:67
Clinical Medicine,Radiology: Nervous System,67,MedMCQA:67,MCQA:67,records:67
Clinical Medicine,Anaesthesia: Neuromuscular Blocker,66,MedMCQA:66,MCQA:66,records:66
Clinical Medicine,Anatomy: Misc.,66,MedMCQA:66,MCQA:66,records:66
Clinical Medicine,Radiology: Radiotherapy,66,MedMCQA:66,MCQA:66,records:66
Clinical Medicine,Microbiology: Parasitology Pa 1 ( Protozoology),65,MedMCQA:65,MCQA:65,records:65
Clinical Medicine,Orthopaedics: Management In Orthopedics,65,MedMCQA:65,MCQA:65,records:65
Clinical Medicine,Gynaecology & Obstetrics: Medical Illness Complicating Pregnancy,64,MedMCQA:64,MCQA:64,records:64
Clinical Medicine,Pediatrics: Inborn Errors Of Metabolism,64,MedMCQA:64,MCQA:64,records:64
Clinical Medicine,Pharmacology: Asthma,64,MedMCQA:64,MCQA:64,records:64
Clinical Medicine,Forensic Medicine: Toxicology 1,63,MedMCQA:63,MCQA:63,records:63
Clinical Medicine,"Gynaecology & Obstetrics: Normal Menstruation, Abnormal Menstruation, Menopausal Physiology And Forsight Of Conception",63,MedMCQA:63,MCQA:63,records:63
Clinical Medicine,Physiology: Gastrointestinal System,63,MedMCQA:63,MCQA:63,records:63
Clinical Medicine,Anaesthesia: Anaesthetic Equipments,62,MedMCQA:62,MCQA:62,records:62
Clinical Medicine,Forensic Medicine: Toxicology,62,MedMCQA:62,MCQA:62,records:62
Clinical Medicine,Psychiatry: Organic Mental Disorders,62,MedMCQA:62,MCQA:62,records:62
Clinical Medicine,Surgery: Cardio Thoracic Surgery,62,MedMCQA:62,MCQA:62,records:62
Clinical Medicine,Dental: Autoimmune Skin Disorders,61,MedMCQA:61,MCQA:61,records:61
Clinical Medicine,Ophthalmology: Ocular Motility And Squint,61,MedMCQA:61,MCQA:61,records:61
Clinical Medicine,Physiology: Sex Hormones,61,MedMCQA:61,MCQA:61,records:61
Clinical Medicine,Radiology: Abdominal Radiography,61,MedMCQA:61,MCQA:61,records:61
Clinical Medicine,Medicine: Diabetes Mellitus,60,MedMCQA:60,MCQA:60,records:60
Clinical Medicine,Pathology: Nervous System,60,MedMCQA:60,MCQA:60,records:60
Clinical Medicine,Pharmacology: Immunomodulators,60,MedMCQA:60,MCQA:60,records:60
Clinical Medicine,Surgery: Plastic & Reconstructive Surgery,60,MedMCQA:60,MCQA:60,records:60
Clinical Medicine,Medicine: Disorders Of Adrenal Gland,59,MedMCQA:59,MCQA:59,records:59
Clinical Medicine,"Microbiology: General Microbiology Pa 1 ( History, Microscopy, Stains And Structure And Physiology Of Bacteria)",59,MedMCQA:59,MCQA:59,records:59
Clinical Medicine,Pathology: Endocrine,59,MedMCQA:59,MCQA:59,records:59
Clinical Medicine,"Physiology: Excretory System ( Kidney, Bladder) Acid Base Balance",59,MedMCQA:59,MCQA:59,records:59
Clinical Medicine,"Microbiology: Systemic Bacteriology ( Haemophilus, Yersinia, Spirochaetes, Ricketssia, Chlamydia, Mycoplasma And Miscellaneous Bacteria)",58,MedMCQA:58,MCQA:58,records:58
Clinical Medicine,Pathology: Blood Vessels,58,MedMCQA:58,MCQA:58,records:58
Clinical Medicine,Pediatrics: Infectious Disease,58,MedMCQA:58,MCQA:58,records:58
Clinical Medicine,Pharmacology: Immunomodulator,58,MedMCQA:58,MCQA:58,records:58
Clinical Medicine,Psychiatry: Symptoms & Signs,58,MedMCQA:58,MCQA:58,records:58
Clinical Medicine,Gynaecology & Obstetrics: Physiology & Histology,57,MedMCQA:57,MCQA:57,records:57
Clinical Medicine,Pathology: Female Genital Tract,57,MedMCQA:57,MCQA:57,records:57
Clinical Medicine,Anatomy: Miscellaneous,56,MedMCQA:56,MCQA:56,records:56
Clinical Medicine,Forensic Medicine: Asphyxia,56,MedMCQA:56,MCQA:56,records:56
Clinical Medicine,"Pharmacology: Hypeension, Arrhythmias, Dyslipidemia",56,MedMCQA:56,MCQA:56,records:56
Clinical Medicine,Pharmacology: Pharmacodynamics,56,MedMCQA:56,MCQA:56,records:56
Clinical Medicine,Psychiatry: Substance Related And Addictive Disorders,56,MedMCQA:56,MCQA:56,records:56
Clinical Medicine,Skin: Autoimmune Skin Disorders,56,MedMCQA:56,MCQA:56,records:56
Clinical Medicine,Surgery: Hernia,56,MedMCQA:56,MCQA:56,records:56
Clinical Medicine,Ent: All India Exam,55,MedMCQA:55,MCQA:55,records:55
Clinical Medicine,Forensic Medicine: Human Identification,55,MedMCQA:55,MCQA:55,records:55
Clinical Medicine,Physiology: Respiratory System Pa 1,55,MedMCQA:55,MCQA:55,records:55
Clinical Medicine,Psychiatry: Symptoms And Signs In Psychiatry And Classification,55,MedMCQA:55,MCQA:55,records:55
Clinical Medicine,Anaesthesia: Complications Of Anaesthesia,54,MedMCQA:54,MCQA:54,records:54
Clinical Medicine,Dental: Papulosquamous Disorders,54,MedMCQA:54,MCQA:54,records:54
Clinical Medicine,Ent: Oral Cavity,54,MedMCQA:54,MCQA:54,records:54
Clinical Medicine,Gynaecology & Obstetrics: Fetal Skull And Maternal Pelvis,54,MedMCQA:54,MCQA:54,records:54
Clinical Medicine,Ophthalmology: Tumors,54,MedMCQA:54,MCQA:54,records:54
Clinical Medicine,Ent: Facial Nerve And Its Disorders,53,MedMCQA:53,MCQA:53,records:53
Clinical Medicine,Orthopaedics: Arthritis,53,MedMCQA:53,MCQA:53,records:53
Clinical Medicine,Psychiatry: Sleep Disorders,53,MedMCQA:53,MCQA:53,records:53
Clinical Medicine,Radiology: Radiology Q Bank,53,MedMCQA:53,MCQA:53,records:53
Clinical Medicine,Skin: General,53,MedMCQA:53,MCQA:53,records:53
Clinical Medicine,Orthopaedics: Joint Disorders,52,MedMCQA:52,MCQA:52,records:52
Clinical Medicine,Anaesthesia: Regional Anesthesia,51,MedMCQA:51,MCQA:51,records:51
Clinical Medicine,Anatomy: Cranial Cavity,51,MedMCQA:51,MCQA:51,records:51
Clinical Medicine,Forensic Medicine: Fmt Q Bank,51,MedMCQA:51,MCQA:51,records:51
Clinical Medicine,Forensic Medicine: Special Topics,51,MedMCQA:51,MCQA:51,records:51
Clinical Medicine,Gynaecology & Obstetrics: Sexuality And Intersexuality,51,MedMCQA:51,MCQA:51,records:51
Clinical Medicine,Medicine: Acute Coronary Syndrome,51,MedMCQA:51,MCQA:51,records:51
Clinical Medicine,Medicine: Drugs,50,MedMCQA:50,MCQA:50,records:50
Clinical Medicine,Physiology: Nerve Physiology,50,MedMCQA:50,MCQA:50,records:50
Clinical Medicine,Surgery: Intestinal Obstruction,50,MedMCQA:50,MCQA:50,records:50
Clinical Medicine,Gynaecology & Obstetrics: Diagnosis Of Pregnancy,49,MedMCQA:49,MCQA:49,records:49
Clinical Medicine,Gynaecology & Obstetrics: Disorders In Menstruation,49,MedMCQA:49,MCQA:49,records:49
Clinical Medicine,Orthopaedics: Spinal Injuries,49,MedMCQA:49,MCQA:49,records:49
Clinical Medicine,Pathology: Infectious Disease,49,MedMCQA:49,MCQA:49,records:49
Clinical Medicine,Pediatrics: Kidney,49,MedMCQA:49,MCQA:49,records:49
Clinical Medicine,Pharmacology: Anti Cancer,49,MedMCQA:49,MCQA:49,records:49
Clinical Medicine,Anaesthesia: Airway,48,MedMCQA:48,MCQA:48,records:48
Clinical Medicine,Anatomy: Cardiovascular System,48,MedMCQA:48,MCQA:48,records:48
Clinical Medicine,Biochemistry: Cholesterol And Lipoproteins,48,MedMCQA:48,MCQA:48,records:48
Clinical Medicine,Medicine: Stroke And Tia,48,MedMCQA:48,MCQA:48,records:48
Clinical Medicine,Pathology: Misc. (W.B.C),48,MedMCQA:48,MCQA:48,records:48
Clinical Medicine,Pediatrics: Immunization,48,MedMCQA:48,MCQA:48,records:48
Clinical Medicine,Pediatrics: Metabolic Disorders,48,MedMCQA:48,MCQA:48,records:48
Clinical Medicine,Pharmacology: Antibiotics,48,MedMCQA:48,MCQA:48,records:48
Clinical Medicine,Anaesthesia: Miscellaneous ( Local And Regional Anesthesia),47,MedMCQA:47,MCQA:47,records:47
Clinical Medicine,Anatomy: Fmge 2019,47,MedMCQA:47,MCQA:47,records:47
Clinical Medicine,Anatomy: Nerves Of Upper Extremity,47,MedMCQA:47,MCQA:47,records:47
Clinical Medicine,Medicine: Skin,47,MedMCQA:47,MCQA:47,records:47
Clinical Medicine,Pathology: Hemodynamics,47,MedMCQA:47,MCQA:47,records:47
Clinical Medicine,Psychiatry: Basics Of Psychiatry,47,MedMCQA:47,MCQA:47,records:47
Clinical Medicine,Psychiatry: Schizophrenia And Other Psychotic Disorders,47,MedMCQA:47,MCQA:47,records:47
Clinical Medicine,Forensic Medicine: Sexual Offenses,46,MedMCQA:46,MCQA:46,records:46
Clinical Medicine,Gynaecology & Obstetrics: Infections Of The Genital Tract,46,MedMCQA:46,MCQA:46,records:46
Clinical Medicine,Medicine: Disorder Of Metabolism & Connective Tissue,46,MedMCQA:46,MCQA:46,records:46
Clinical Medicine,Medicine: Hepatitis,46,MedMCQA:46,MCQA:46,records:46
Clinical Medicine,"Microbiology: Systemic Bacteriology Pa 1 ( Gram Positive Cocci, Gram Negative Cocci)",46,MedMCQA:46,MCQA:46,records:46
Clinical Medicine,Orthopaedics: Ohopaedics Q Bank,46,MedMCQA:46,MCQA:46,records:46
Clinical Medicine,Pathology: Misc. (R.B.C),46,MedMCQA:46,MCQA:46,records:46
Clinical Medicine,Pharmacology: Diuretic,46,MedMCQA:46,MCQA:46,records:46
Clinical Medicine,Pharmacology: G.I.T,46,MedMCQA:46,MCQA:46,records:46
Clinical Medicine,Radiology: Gastrointestinal Radiology,46,MedMCQA:46,MCQA:46,records:46
Clinical Medicine,Surgery: Aerial Disorders,46,MedMCQA:46,MCQA:46,records:46
Clinical Medicine,Anatomy: Abnormal Labor,45,MedMCQA:45,MCQA:45,records:45
Clinical Medicine,Anatomy: Cranial Nerves,45,MedMCQA:45,MCQA:45,records:45
Clinical Medicine,"Microbiology: Immunology Pa 1 ( Immune Response, Antigen Antibody Reactions, Hypersensitivity, Structure Of Immune System, Immunodeficiency Disorders)",45,MedMCQA:45,MCQA:45,records:45
Clinical Medicine,Pathology: Male Genital Tract,45,MedMCQA:45,MCQA:45,records:45
Clinical Medicine,Anaesthesia: Muscle Relaxants,44,MedMCQA:44,MCQA:44,records:44
Clinical Medicine,Biochemistry: Amino Acid Metabolism,44,MedMCQA:44,MCQA:44,records:44
Clinical Medicine,Biochemistry: Classification And Metabolism Of Amino Acids,44,MedMCQA:44,MCQA:44,records:44
Clinical Medicine,Biochemistry: Glycolysis,44,MedMCQA:44,MCQA:44,records:44
Clinical Medicine,Microbiology: Miscellaneous,44,MedMCQA:44,MCQA:44,records:44
Clinical Medicine,Pathology: Environment & Nutritional Pathology,44,MedMCQA:44,MCQA:44,records:44
Clinical Medicine,Pediatrics: Disorders Of Gastrointestinal System Including Diarrhea,44,MedMCQA:44,MCQA:44,records:44
Clinical Medicine,Pediatrics: Hematology,44,MedMCQA:44,MCQA:44,records:44
Clinical Medicine,Radiology: Musculoskeletal Radiology,44,MedMCQA:44,MCQA:44,records:44
Clinical Medicine,Radiology: Nuclear Medicine,44,MedMCQA:44,MCQA:44,records:44
Clinical Medicine,Surgery: Miscellaneous ( Neoplasia),44,MedMCQA:44,MCQA:44,records:44
Clinical Medicine,Ent: Oral Cavity & Oesophagus,43,MedMCQA:43,MCQA:43,records:43
Clinical Medicine,Gynaecology & Obstetrics: Gynaecological Disorders In Obs.,43,MedMCQA:43,MCQA:43,records:43
Clinical Medicine,Gynaecology & Obstetrics: Reproductive Physiology And Hormones In Females,43,MedMCQA:43,MCQA:43,records:43
Clinical Medicine,Medicine: Toxicology,43,MedMCQA:43,MCQA:43,records:43
Clinical Medicine,Microbiology: Enterobecteriaceae,43,MedMCQA:43,MCQA:43,records:43
Clinical Medicine,Pathology: Bleeding Disorders,43,MedMCQA:43,MCQA:43,records:43
Clinical Medicine,Pediatrics: Infection,43,MedMCQA:43,MCQA:43,records:43
Clinical Medicine,Pharmacology: D.O.C,43,MedMCQA:43,MCQA:43,records:43
Clinical Medicine,"Pharmacology: Nsai Ds, Gout And Rheumatoid Ahritis",43,MedMCQA:43,MCQA:43,records:43
Clinical Medicine,Social & Preventive Medicine: Occupational Health,43,MedMCQA:43,MCQA:43,records:43
Clinical Medicine,Social & Preventive Medicine: Screening For Disease,43,MedMCQA:43,MCQA:43,records:43
Clinical Medicine,Anaesthesia: Fundamental Concepts,42,MedMCQA:42,MCQA:42,records:42
Clinical Medicine,Biochemistry: Transcription,42,MedMCQA:42,MCQA:42,records:42
Clinical Medicine,Ent: Diagnostic And Operative Ent,42,MedMCQA:42,MCQA:42,records:42
Clinical Medicine,Ophthalmology: Anatomy,42,MedMCQA:42,MCQA:42,records:42
Clinical Medicine,"Orthopaedics: Thigh, Knee, Leg, Foot & Ankle Injuries",42,MedMCQA:42,MCQA:42,records:42
Clinical Medicine,Pathology: Apoptosis,42,MedMCQA:42,MCQA:42,records:42
Clinical Medicine,Social & Preventive Medicine: Water,42,MedMCQA:42,MCQA:42,records:42
Clinical Medicine,Anatomy: Development Of Gu System And Neuro Vascular Supply Of Pelvis & Perineum,41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,Biochemistry: Nutrition And Digestion,41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,Dental: Sexually Transmitted Diseases,41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,Gynaecology & Obstetrics: Normal Labour,41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,Microbiology: Human Immunodeficiency Virus,41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,"Microbiology: Virology Pa 2 ( Rna Virus Pa 1,2 & Miscellaneous Viruses)",41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,Orthopaedics: Infection Of Bones & Joints,41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,Pharmacology: Anticoagulants And Coagulants,41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,"Pharmacology: Chf, Angina Pectoris And Myocardial Infarction",41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,Pharmacology: Cytotoxic Anticancer Drugs,41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,Pharmacology: Epilepsy,41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,Skin: Bacterial Infection Of Skin,41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,"Social & Preventive Medicine: Vb Ds, Arboviral & Viral Infections, Surface Infections",41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,Surgery: Testis & Scrotum,41,MedMCQA:41,MCQA:41,records:41
Clinical Medicine,Forensic Medicine: Forensic Psychiatry,40,MedMCQA:40,MCQA:40,records:40
Clinical Medicine,Gynaecology & Obstetrics: Genital Tract Infections ( Too Hot To Handle!),40,MedMCQA:40,MCQA:40,records:40
Clinical Medicine,"Gynaecology & Obstetrics: Labour Normal, Abnormal, Malposition, Malpresentation And Their Management",40,MedMCQA:40,MCQA:40,records:40
Clinical Medicine,Orthopaedics: Pediatric Orthopedics,40,MedMCQA:40,MCQA:40,records:40
Clinical Medicine,Pathology: General Concepts,40,MedMCQA:40,MCQA:40,records:40
Clinical Medicine,Pediatrics: Musculoskeletal Disorders,40,MedMCQA:40,MCQA:40,records:40
Clinical Medicine,"Pharmacology: Histamine, 5 Ht And P Gs",40,MedMCQA:40,MCQA:40,records:40
Clinical Medicine,Radiology: Ultrasound,40,MedMCQA:40,MCQA:40,records:40
Clinical Medicine,Skin: S.T.D.,40,MedMCQA:40,MCQA:40,records:40
Clinical Medicine,Social & Preventive Medicine: Maternal And Child Care,40,MedMCQA:40,MCQA:40,records:40
Clinical Medicine,Anatomy: Musculoskeletal System,39,MedMCQA:39,MCQA:39,records:39
Clinical Medicine,Anatomy: Pharyngeal Arches,39,MedMCQA:39,MCQA:39,records:39
Clinical Medicine,Anatomy: Poisoning,39,MedMCQA:39,MCQA:39,records:39
Clinical Medicine,Dental: Miscellaneous,39,MedMCQA:39,MCQA:39,records:39
Clinical Medicine,Ophthalmology: Optics And Errors Of Refraction,39,MedMCQA:39,MCQA:39,records:39
Clinical Medicine,Orthopaedics: Injuries Around The Thigh & Knee,39,MedMCQA:39,MCQA:39,records:39
